fragment,count
1179317332,43
2977973464,43
413476074,42
1627070083,42
283230924,42
119058826,42
320457814,42
1699191938,42
2209779040,42
2339286066,42
4075189200,42
3371273768,42
3623693988,42
3963857170,42
3679420790,42
327021972,41
889510572,41
3112569564,41
3319683426,41
4042284749,41
2848822290,41
2441726379,40
3777946357,40
1632954944,40
1639736845,40
2389405982,40
716691771,40
3956197757,40
1547062076,39
2442342929,39
2096913759,39
512980143,39
2201149108,39
2537944317,39
3249995973,39
243253270,39
261016205,39
3206513801,39
2603431800,39
2091012060,39
3995701397,39
469168129,39
2213570615,39
2982494297,39
2857830352,38
971284786,38
2812717155,38
1143675050,38
1311675632,38
100267188,38
133963525,38
202055245,38
2206467902,38
3387271265,37
2998470088,37
2361171451,37
2841872940,37
1962511899,37
240417103,37
409474285,37
2381291340,37
3866933576,37
3812858282,37
2536602154,36
1042794304,36
3394264871,36
1514538910,36
4158670456,36
1410146000,36
2301358638,36
3188978453,36
1808150112,36
1201872416,36
2515627737,36
3746329795,35
3937266705,35
3108082285,35
3862440358,35
645427417,35
1693384495,35
3128421133,35
2551795614,35
1368841224,35
1921812927,35
3281203174,34
725338936,34
1606805356,34
724182267,34
554114553,34
3990494754,34
1201228758,34
2982146873,33
3995292168,33
3569556937,33
1135282901,33
945385475,33
2343686718,33
896566896,33
341355591,33
381947833,33
3163127853,33
3298286065,33
1738883032,33
3591356197,33
2123773062,33
1086092262,32
1705122788,32
974111410,32
1301,32
2268602540,32
788795039,32
360760279,32
2243449862,32
2898316949,32
2728963154,32
828867538,32
2638770898,32
17401147,32
2407144116,32
559345677,32
1531048361,32
3438379477,32
1443188211,32
751208592,32
2308325357,31
2315932314,31
1805991758,31
1732500434,31
1550632185,31
3995836550,31
3956305623,31
468899516,31
1370244756,31
2450272218,31
3175273515,31
2355790330,31
3270621041,31
2880389166,31
298641253,31
3183342182,31
4089091253,30
3416363438,30
1040769162,30
2691733263,30
856616506,30
1043903882,30
1804785040,30
724792187,30
2060852840,30
2164975179,30
2796474771,30
1888527858,30
3111815485,30
605057056,30
2828964885,29
1962383056,29
2880540013,29
1703331244,29
2402602004,29
2275947407,29
2839761603,29
2994363234,29
703029475,29
1270241800,29
767401338,28
164281384,28
374850792,28
3615723958,28
2159780747,28
31076933,28
2413264870,28
990359201,28
1202540357,28
2730990429,28
2627908153,28
329402346,28
973568863,28
776220509,28
3085412755,27
1145656637,27
3846493271,27
2102931051,27
3248696136,27
2204373604,27
1705153382,27
1235414587,27
3222230648,27
2092815408,27
2360913016,27
4163444918,26
3295264791,26
2880238352,26
2702971569,26
2997633404,26
2424524530,26
3662652309,26
1442376627,26
454947147,26
3102625017,26
4003007721,25
3614088246,25
4241382446,25
4194743137,25
4235853284,25
2643063376,25
980182100,25
1582115495,25
4122325276,25
3258157851,25
1638628384,25
185343576,25
1968729688,24
3578072058,24
2142632594,24
324911015,24
1059124080,24
4224810982,24
3195693593,24
1763297388,24
3995506898,24
3079523039,24
1791915368,24
2924120306,24
2278460445,24
1707548957,24
2246961199,24
4272365792,24
486705461,24
2172171433,24
2415956161,23
2319429949,23
26922886,23
3964397930,23
797143153,23
1505942694,23
22916160,23
2200592938,23
4252058327,23
1543123576,23
3232237617,23
2365646763,23
1798186855,23
691471155,22
198581797,22
1044182277,22
1721690236,22
1707663294,22
645103881,22
3699030742,22
3796683318,22
3450671348,22
1685266405,22
2270020981,22
585649706,22
3935867650,22
3224978178,22
1677880718,22
4280894460,22
1539799111,21
2635339062,21
584554983,21
3982992527,21
2850095183,21
361241218,21
2965066599,21
2417917080,21
1979109012,21
4169484186,21
3021397531,21
3533661508,21
133109012,21
1626105231,21
3325788165,21
2542203956,21
1193436720,21
2860847308,21
4285135305,21
905783794,21
1190463567,21
1845896668,20
3661288325,20
3396494621,20
3876640709,20
1362101372,20
4056422787,20
3981076150,20
2398858967,20
2359724532,20
2623424949,20
3783696047,20
881559509,20
3264156882,20
2242358939,20
2890677236,20
788865509,20
2469459472,20
2043644010,20
1612951680,20
3175484661,20
2701659330,20
1155822556,20
1145398628,20
962486499,20
3804771123,20
3175776621,20
2820087971,20
733326865,20
3406159378,20
3670614808,20
3395374354,20
86538086,19
3473890646,19
775995907,19
1061753329,19
3851913454,19
1506188466,19
4203509281,19
744865147,19
3402413507,19
4004218203,19
4275589666,19
571651452,19
1283479991,19
3820565719,19
2297802135,19
927681017,19
3206633359,19
2347940340,19
2442828797,19
2808643237,19
3135237174,19
285132555,19
736728097,19
4266932408,19
151678406,19
148058140,19
2043635386,19
1704331626,19
1629418935,18
1523372879,18
2930852949,18
3995156051,18
889094846,18
1683949970,18
1362584143,18
2457459978,18
323228132,18
2013359779,18
3891955260,18
1314643790,18
2361037744,18
674018521,18
485519762,18
2643421010,18
3914315200,18
189302381,18
1203399522,18
115979668,18
3210028907,18
4136183575,18
1651390832,18
763655771,18
2041751941,18
628810978,18
1574881089,17
1476704407,17
1151969972,17
1710426746,17
263889283,17
4068219014,17
571968907,17
294544644,17
2016578191,17
1309174377,17
4100244337,17
3831318333,17
1444134716,17
2845523014,17
2035488874,17
3613135607,17
2998752327,17
1950273483,17
4106553025,17
1258891165,17
948223965,17
2537506248,16
1136069696,16
1407268540,16
4115301875,16
3862823848,16
1889026003,16
2088929298,16
1984358420,16
4253926346,16
3084296218,16
1000753604,16
2232695517,16
597171598,16
2238073819,16
1540431537,16
1940986821,16
1581868847,16
780900347,16
4162687051,16
4200115125,16
1886461465,16
2687661224,16
2845782013,16
1828971747,16
2797039712,16
130631342,16
2815508886,16
2456190008,16
4047998348,16
1519981399,16
909362583,16
2368130475,16
2719762529,16
1998784235,16
1250928372,16
1231564189,16
2326022201,16
3740121930,16
2583748510,16
442758028,15
1105115376,15
3994934615,15
2693939312,15
3597712708,15
3707577421,15
2144549346,15
3088118672,15
3867217312,15
1269859638,15
1740754147,15
2987378499,15
3844001038,15
2898870469,15
3928989804,15
832019863,15
2269489080,15
2159038949,15
1744992514,15
925317707,15
1907808831,15
1546386415,15
2072555532,15
2843992054,15
3789445732,15
1629644444,15
126180129,15
4258857315,15
2813502418,15
3982328698,15
3823506351,15
1239621483,15
3166217216,15
1767600163,15
4165054730,15
2099818881,15
2418176420,15
2092347727,15
2583007964,15
2632837202,15
4141156724,15
3681974712,15
2971701610,15
1399698004,15
2841900637,14
851116718,14
1260625356,14
3624552040,14
601940576,14
4074610430,14
1527289199,14
918112266,14
773169562,14
369268410,14
568865534,14
2798974770,14
2909050431,14
4078956153,14
1817259844,14
4194354829,14
2052518480,14
926917182,14
1957008621,14
2040471681,14
1021876022,14
3410651186,14
3147100053,14
2369724735,14
1528067230,14
2184651344,14
1353626381,14
191043021,14
1029762747,14
1687514157,14
1568767452,14
1475550410,14
2648665615,14
1212983550,14
1991371615,14
3560423313,13
2793642253,13
70564331,13
1488506657,13
1372140509,13
1489997388,13
2646783783,13
2389967757,13
2173956367,13
264967530,13
2315329083,13
3243361835,13
3693875873,13
1018328099,13
3124498018,13
3199789377,13
477412243,13
88159034,13
2010995999,13
2548599705,13
2604402283,13
1577910274,13
3611909970,13
2669891477,13
3396373022,13
4134417966,13
1972308527,13
1166873667,13
3327625720,13
2292263952,13
1166938615,13
661198382,13
981979312,13
593714733,13
4194974166,13
4160234444,13
2698020911,13
3056996105,12
971413882,12
1956662434,12
3865808581,12
2157360080,12
2549182773,12
1277743236,12
1186693365,12
2434389300,12
3192963618,12
427212850,12
2896281572,12
3240183020,12
334457119,12
1025570266,12
3987005704,12
4265078030,12
3799380419,12
2244205113,12
3882267910,12
1501551346,12
1634854406,12
1486715685,12
934571645,12
202547076,12
4213529799,12
1469662898,12
3614969428,12
1081516635,12
176398456,12
413381818,12
3589238886,12
1695725765,12
1173528643,12
2137907259,12
2866924623,12
56794747,12
1132068546,12
3507400139,11
3218503234,11
1342092334,11
1151890095,11
395475086,11
737872620,11
2419709174,11
3252563921,11
2633382186,11
1812201749,11
985012233,11
1766364111,11
2471327488,11
121171159,11
56780848,11
1047321711,11
2155183954,11
138350191,11
146172592,11
694029191,11
3888744655,11
1908753780,11
2353960397,11
733944054,11
1468912781,11
1033828962,11
3178520202,11
1597683148,11
3355829421,11
4074758235,11
4149829405,11
1852877071,11
4074338343,11
3999097472,11
1890837976,11
2465873817,11
2989977746,11
4018138687,11
3685980449,11
3927345425,11
3696647777,11
1049853507,10
9970228,10
1531406731,10
1220912688,10
4043670105,10
3718732208,10
3018557707,10
2327279874,10
3500968226,10
1332891048,10
1696668313,10
1998268545,10
341872185,10
1695763958,10
171373497,10
3047255063,10
3643098959,10
1674059338,10
1715885901,10
1938230667,10
1180614244,10
1546271154,10
3948141627,10
3117615965,10
2739805032,10
2394251496,10
1315870691,10
4187923728,10
847833631,10
2975375425,10
4250103431,10
3628215545,10
7682495,10
1732628033,10
537493449,10
579606081,10
1325028545,10
2424833583,10
1741045729,10
2673417767,10
2065492222,10
1696185221,10
3786690873,10
2476015669,10
4247666483,10
3393501767,10
3194764677,10
2745890016,10
258745374,10
1694604723,10
469426350,10
1593640579,9
2918505930,9
1710440322,9
2858978810,9
3032915404,9
135957847,9
1131562137,9
3476706207,9
319067410,9
3081034642,9
3275033123,9
971637208,9
2083211117,9
202058684,9
1969455376,9
4261937876,9
1332561197,9
600228607,9
4283491383,9
2928497678,9
2285252441,9
324273433,9
3295236538,9
1471786266,9
1364411180,9
4275613329,9
1805574542,9
1837386944,9
2651348738,9
1911422151,9
4102876710,9
621837510,9
3613916939,9
2685867867,9
787341104,9
782176117,9
142842977,9
2053799731,9
1354413470,9
2657459734,9
2647307292,9
2857570931,9
3723641423,9
935662046,9
915709890,9
484910109,9
1204528705,9
1488920869,9
1614708252,9
1596932989,9
3025587565,9
2579850851,9
490563856,8
1530150470,8
3477162954,8
2103456011,8
2857570276,8
1820072578,8
795684903,8
1190989288,8
4280325454,8
2188020270,8
4233843045,8
3626041065,8
3408803484,8
2556832888,8
528611383,8
2251982232,8
973843180,8
1545070160,8
1550462580,8
3012774753,8
2405579150,8
378951996,8
3227173725,8
883314331,8
1255495235,8
3000844664,8
70206646,8
2043162897,8
1423472181,8
4098441858,8
2880842439,8
2093143808,8
3214539579,8
2389010317,8
957245181,8
351127716,8
4277327800,8
3526044183,8
4111547588,8
1512650900,8
2538677836,8
165163115,8
2200400486,8
645703434,8
2794144294,8
960521069,8
971264413,8
1583534799,8
561075319,8
724839336,8
1951382183,8
2387843062,8
3400845429,8
2845507784,8
1204199346,8
2283505073,8
702214501,8
304555710,8
1216747791,8
3340738977,8
1116101896,8
2378985691,8
2507024422,8
3742395837,8
2418305141,8
1382748768,8
792021991,8
2244491122,7
145021685,7
2727648395,7
219610753,7
4014186009,7
3887153055,7
3974266319,7
1274864999,7
3916288521,7
3084961583,7
746237879,7
2797318927,7
1443039834,7
4125621781,7
2769904609,7
2951477245,7
2486148891,7
2119007969,7
278496394,7
1470918147,7
3943087404,7
2040420516,7
3566682675,7
406983391,7
3108570739,7
591295897,7
1086083300,7
111118128,7
2345424267,7
1533934640,7
3789974728,7
1998505459,7
3166840544,7
1034759589,7
1753298119,7
2565707957,7
2530460770,7
2393855643,7
1969470942,7
1725005989,7
616894559,7
1237532897,7
3166043831,7
1773530763,7
871877728,7
3016580229,7
408814436,7
2632467478,7
672924830,7
2452201263,7
2239694069,7
556572942,7
4252312122,7
2909168227,7
2225335577,7
592940948,7
4210767187,7
2208304803,7
1907621030,7
3177290410,7
2439148,7
454672055,7
3003677451,7
636977345,7
3802687177,7
2530450902,7
2235790694,7
1120547684,7
3884466419,7
4124481675,7
2826091564,7
4279707839,7
3419326780,7
3896124736,7
4132353132,7
2421641516,7
3450413832,7
469438472,7
1453086075,7
1680678703,7
3156802940,7
1314631450,7
2091820673,7
3064197019,7
4193537330,7
2503732584,6
3804745459,6
2746555207,6
1141071319,6
3143838675,6
2987015149,6
3149197448,6
1052885614,6
1660778215,6
4088010671,6
3517354245,6
136060501,6
4112567583,6
4064540216,6
2894675273,6
787485710,6
3025617963,6
1688867222,6
1738292738,6
4268050912,6
262673770,6
682580552,6
3720509796,6
1627447761,6
543969742,6
2064745600,6
3427098681,6
3387241273,6
457758100,6
3959273140,6
3638220781,6
613946594,6
1487199950,6
1160134284,6
1586166038,6
744691177,6
2722711951,6
4074895917,6
1898587688,6
2304078327,6
2678211708,6
656023557,6
3626741863,6
3997808805,6
2975631468,6
2456970889,6
79560210,6
2891910083,6
1156616546,6
127351899,6
3053062263,6
1610293021,6
359833324,6
781609401,6
1928265545,6
1331473372,6
2418862512,6
3525680972,6
4288127651,6
3245444365,6
1380771802,6
2618571707,6
394120821,6
4294522964,6
852400957,6
1502219521,6
2968781169,6
2754043255,6
2039217823,6
3870918691,6
162273558,6
2432910316,6
1990997522,6
3028175681,6
474681793,6
95536980,6
2180853134,6
3982379045,6
1175332503,6
2209900734,6
1378349291,6
36013693,6
2922078300,6
3242367659,6
2327478367,6
3416154723,6
2848818301,6
3630072722,6
259610089,6
318370433,6
3699244264,6
2900139540,6
3227968710,6
2454742684,6
4004916846,6
3038486491,6
1394865670,6
1675508538,6
2447801009,6
2710875749,6
582607841,5
2284216728,5
1159895599,5
3588968680,5
1634850551,5
3614870181,5
1236334648,5
2093883523,5
4274306622,5
4230292477,5
3481650176,5
3437528241,5
721740560,5
2365195876,5
1678486252,5
26664799,5
3286053834,5
668054622,5
4237247172,5
694620592,5
305255154,5
1963012827,5
242137249,5
737505311,5
3200224475,5
1152031874,5
2151753403,5
2563827157,5
124378073,5
2974193007,5
2530171121,5
415421637,5
1681463618,5
266282396,5
862440618,5
2226093657,5
1913247872,5
2154963842,5
2053209054,5
225684655,5
3457869732,5
1226462966,5
1133357589,5
3995110180,5
1384760687,5
3510620567,5
2574787838,5
3523005183,5
1452842193,5
4096277214,5
2124209109,5
3096501586,5
509927571,5
2524180645,5
697712464,5
579626418,5
1549016229,5
2837491657,5
3551787760,5
1565679274,5
2506618162,5
862359262,5
2955950695,5
2905516689,5
1913350539,5
3246352876,5
1687770319,5
573653888,5
4205228410,5
4196625342,5
3841240008,5
1576727855,5
718107017,5
2662259053,5
1210061404,5
2037383049,5
3518022261,5
744077292,5
3589311979,5
1049557479,5
3898407222,5
1157342666,5
2020724643,5
2476327425,5
1316270978,5
2466986957,5
4085448647,5
3328814659,5
419567538,5
3629830823,5
3092985258,5
1612788349,5
3851917407,5
185338601,5
513107350,5
205541355,5
3979703018,5
2462048873,5
2240430134,5
4021886800,5
118587743,5
4184773331,5
734705286,5
2779788198,5
3006002240,5
1852881052,5
2710748896,5
3258787500,5
2875299050,5
3309261361,5
4171051486,5
2854597983,5
1687446053,5
3829289227,5
3238367045,5
4216936826,5
218408506,5
3924709317,5
480125546,5
4265265111,5
1907674422,5
2858202198,5
449224273,5
925842794,5
904056367,5
2626955456,5
1499914717,5
588719290,5
324569186,5
720543508,4
3563812558,4
746249786,4
2308383191,4
3759911438,4
2302016962,4
3788138975,4
1212791823,4
3002346428,4
3604834611,4
3797719121,4
3400663259,4
2491054192,4
2376956358,4
3934304087,4
2284461984,4
2715104283,4
2481820213,4
569087667,4
124503918,4
1614292884,4
47463657,4
738308006,4
260108766,4
1411944619,4
2231278038,4
3768351630,4
1485225590,4
2386678727,4
2567653909,4
1972341870,4
3881986334,4
1607641609,4
2902365081,4
2673767447,4
3720786592,4
927687127,4
2872797047,4
1514343408,4
2506834133,4
3583176349,4
2870478342,4
962432509,4
1597958347,4
2554683743,4
4025464604,4
1638588556,4
758494440,4
3725338750,4
2663012204,4
1057488840,4
3291368561,4
2306827779,4
350447530,4
2521781687,4
273384971,4
730823132,4
1782525992,4
3625799318,4
1906260833,4
933970037,4
231714826,4
3241540441,4
289936177,4
752557879,4
526744279,4
673715255,4
2573080304,4
2977710457,4
2255774483,4
128134640,4
1842192856,4
3317279003,4
4049189693,4
3105760376,4
1759221656,4
4224942840,4
3562976218,4
179354958,4
814713984,4
2057435328,4
1930058827,4
1901826219,4
671597047,4
2222711142,4
2433164502,4
2648462710,4
4151741064,4
1301718899,4
461762785,4
1720811028,4
717391248,4
1971217538,4
2362471213,4
459919404,4
3436430645,4
2578830394,4
3096778890,4
3201826370,4
2456316603,4
2722180960,4
4287125113,4
1150913573,4
746077365,4
3882065037,4
2270027066,4
2640041684,4
3721067444,4
2840949599,4
92798893,4
634147940,4
3362824260,4
686200767,4
4013440105,4
2995492614,4
104107388,4
1412763934,4
2969012875,4
739060107,4
3303015575,4
4118614685,4
2317892479,4
2533083573,4
714614450,4
3976835436,4
1479083068,4
916894405,4
2089874286,4
2206636957,4
3447475816,4
1926289789,4
2008458584,4
2772652009,4
1404843647,4
780881019,4
2055179791,4
630769112,4
55752942,4
2233186467,4
980091401,4
3245140844,4
3995900045,4
2577872951,4
3016494865,4
3101871423,4
737221927,4
1925106972,4
78708495,4
401138339,4
736490355,4
3579871081,4
1205334769,4
2107739232,4
1714544301,4
999270908,4
1082823882,4
317370348,4
1238034959,4
332300504,4
2293894344,4
578945258,4
3014801785,4
1658348508,4
720830313,4
1313901368,4
3468721844,4
4275245843,3
1003250724,3
4111543413,3
660546505,3
2021117796,3
63070592,3
3150370710,3
1152845419,3
618008133,3
3446106488,3
1860548965,3
590784227,3
1010943211,3
2275774780,3
3680483301,3
3102093277,3
2908233663,3
573157242,3
459725929,3
1470136292,3
2190554879,3
397790402,3
4278603128,3
3852084277,3
1842269008,3
2233595952,3
3277207393,3
972039163,3
3304880284,3
4199719171,3
416403908,3
4095834653,3
1904303055,3
423019618,3
1382781887,3
1454848548,3
1862209442,3
309587042,3
4094416234,3
652395349,3
2165165962,3
2092737952,3
4188620692,3
2484485061,3
84072646,3
3598719679,3
2578449573,3
3497686239,3
2180838498,3
3191075923,3
1724221974,3
2013556220,3
1721757229,3
2515886606,3
1510247466,3
3133617536,3
318160773,3
2091221875,3
2504503484,3
2515784667,3
2318115156,3
2033054516,3
1786252800,3
4030576871,3
3249241828,3
2815079681,3
2252468887,3
1089569359,3
1413183506,3
3852169106,3
2550788479,3
113768069,3
4172700926,3
1545847696,3
3408560102,3
929233418,3
3114733492,3
2764224801,3
2974144413,3
1880593557,3
2934324634,3
1212325750,3
2793072428,3
293990388,3
56435916,3
937671968,3
272576844,3
2530538073,3
622411417,3
2512646101,3
2419855177,3
3912897611,3
2031300994,3
3474234735,3
3068375282,3
1312356085,3
2480363489,3
3778978394,3
358889059,3
358855387,3
715092028,3
195319295,3
201454984,3
910462482,3
2430603621,3
1683572277,3
618663528,3
3301695096,3
2404263203,3
938907006,3
2430709660,3
3238378740,3
154733815,3
4159942326,3
4006726473,3
2904201790,3
1295544490,3
2660410302,3
1136997025,3
2162781272,3
1832463515,3
512135877,3
1244741849,3
312233634,3
594040926,3
707543659,3
962276435,3
380513062,3
3263308911,3
542690499,3
4280727604,3
3575123150,3
3892562910,3
3572322310,3
1036475426,3
4262585363,3
4203721599,3
4269611513,3
3656301681,3
4010954163,3
1236060609,3
2082939404,3
1139357305,3
294095477,3
4102977828,3
3404099524,3
3579340077,3
3878919339,3
3665214933,3
3264552043,3
1530658475,3
4148949290,3
3733651439,3
82840354,3
128365443,3
2819937063,3
2268303704,3
142716341,3
1082885088,3
1217150869,3
2735187161,3
292291952,3
2953509963,3
3371450486,3
2246236032,3
803569147,3
3819439527,3
145017606,3
1281658906,3
3590693455,3
3446172818,3
99429666,3
2300274639,3
4113161446,3
717939253,3
1633843809,3
3626750336,3
3719206445,3
2711643398,3
1922062313,3
3117276335,3
3658370674,3
363316622,3
1083568580,3
2032613681,3
1638573834,3
1125452859,3
3880115414,3
1536409236,3
187336317,3
2769320933,3
2426353175,3
2038680836,3
2360956568,3
2876611959,3
2035123431,3
4258946089,3
717516918,3
1391705946,3
559983237,3
1285615625,3
3165430509,3
1471429178,3
3863100370,3
2232363332,3
2609893668,3
1921883440,3
591810837,3
220395646,3
3579711269,3
2501809103,3
1752953322,3
2230049945,3
1581354003,3
77084287,3
2693368568,3
216905151,3
3722688913,3
882876232,3
2687834473,3
4114152477,3
4024753208,3
1828761319,3
4123495291,3
509010370,3
3916595135,3
105598527,3
816765410,3
503768895,3
3086917565,3
2897261783,3
4219951472,3
3140147962,2
322514001,2
1780480245,2
3268945686,2
1112522935,2
3990872772,2
3411551144,2
4178228758,2
1737133410,2
1037260691,2
301809060,2
1373190675,2
3554881756,2
2472643987,2
3836452468,2
1052138106,2
3076737854,2
538060792,2
3495716048,2
1850348308,2
1847715852,2
2785279846,2
902118025,2
273659518,2
721203701,2
2410789153,2
1679274099,2
3199564020,2
87846539,2
395799682,2
2014820577,2
733115548,2
1687518360,2
1076700328,2
2283499996,2
3604798005,2
2806561150,2
452126662,2
1699557521,2
2635209626,2
4084125448,2
1452147828,2
4279523138,2
3644383852,2
716372254,2
3293379080,2
604261425,2
4159987147,2
3353148143,2
1656413497,2
2927862851,2
928936278,2
258802624,2
2495820705,2
3030628481,2
3219884054,2
2129300118,2
2499252613,2
1635587162,2
3500532574,2
3723838158,2
1462826232,2
2018156921,2
1911776386,2
2567404140,2
604272768,2
1109362249,2
704258509,2
928136766,2
250045386,2
2418958605,2
1920889034,2
2292531303,2
4189471486,2
3597838879,2
552368793,2
2852074936,2
2653971638,2
1338754156,2
1187103311,2
3464384229,2
2259502203,2
4144005727,2
3331662931,2
2730027722,2
1724763895,2
1185565761,2
2310343593,2
1186323408,2
3829900017,2
2324509172,2
187613406,2
2139882572,2
1941778708,2
2411960435,2
1208756525,2
3726668263,2
3706851545,2
3964536658,2
4194056050,2
3419823878,2
636990493,2
2905510664,2
2187426372,2
3186102434,2
1829087359,2
3212308468,2
481117366,2
1627382841,2
2242230249,2
3262445250,2
1974027109,2
2660249788,2
1362561405,2
1483728447,2
1399443270,2
2578627920,2
2340802332,2
437796100,2
2076862737,2
1934676539,2
4153654033,2
1619698658,2
258015590,2
3029539321,2
2178611933,2
1123478188,2
3103186628,2
3601846790,2
1739921836,2
418692697,2
4222638218,2
746581058,2
1378699947,2
2472379668,2
2231916970,2
1911780371,2
3221714305,2
1166079314,2
3854983777,2
1350835043,2
1652175855,2
494771560,2
227549695,2
2265461211,2
1889964416,2
1229444985,2
804252285,2
4053305179,2
1150291023,2
1617102719,2
1107291478,2
822772832,2
2244304593,2
195323148,2
4240384839,2
3865519,2
528887104,2
3496114639,2
1158608674,2
4104369328,2
1482769500,2
1316740866,2
2785265748,2
459644830,2
3946077971,2
1387309280,2
4278941385,2
1792570735,2
1600383858,2
3653435029,2
240402390,2
1453704508,2
961527397,2
3205321018,2
293215642,2
788895858,2
3348213650,2
3253743482,2
3385515904,2
3895458999,2
3071641491,2
995731635,2
4005326579,2
2890905427,2
3828759644,2
200584598,2
1321483298,2
2619869895,2
2595257846,2
662771568,2
2426014838,2
849645060,2
1725323435,2
2603186020,2
2181372233,2
1582237659,2
1538908217,2
587896474,2
2630417731,2
136215766,2
3533304899,2
2844302636,2
4262064985,2
2738061097,2
2035913806,2
1060452229,2
2809246740,2
1293648629,2
2189434644,2
1706360690,2
4044893097,2
1884054909,2
3552173117,2
2075231919,2
1770819049,2
3461187398,2
3842341191,2
2515780436,2
4012282199,2
886704362,2
786951084,2
4265377273,2
4145399207,2
134830674,2
327878562,2
3393868907,2
179108152,2
1589922640,2
2513821063,2
1784497329,2
1979568008,2
1794373852,2
1719836819,2
1218415925,2
1395072479,2
3659617134,2
1669862293,2
4114245692,2
622743678,2
2995715945,2
2752207748,2
3982086424,2
2942590506,2
2699972649,2
2851970270,2
323494563,2
3210547735,2
943488512,2
2186753638,2
1810870939,2
3664058231,2
1085922,2
272167799,2
478283801,2
3133955808,2
1904298846,2
3997036683,2
189305756,2
2699833250,2
1204895982,2
2277153860,2
2821239593,2
1337545997,2
2350784603,2
706240645,2
45151009,2
923146477,2
3046061466,2
2357534981,2
2066137965,2
2057873943,2
82108183,2
4098018366,2
4126928562,2
4097129723,2
3801275561,2
1389082649,2
723026879,2
1635219420,2
477483992,2
1934885766,2
898936766,2
1446407803,2
3472643245,2
3258005003,2
3399831048,2
1137552385,2
1552070649,2
3293246869,2
3910734833,2
3044567412,2
1828335225,2
750196096,2
2822290591,2
1328418148,2
236493726,2
4280839635,2
535289338,2
3684393676,2
495271331,2
2458769237,2
1695759977,2
2534256855,2
666734831,2
453634978,2
4162332950,2
2104464470,2
765202587,2
3655193781,2
4292889050,2
1537191679,2
4143145100,2
4031852214,2
1729117263,2
3306409941,2
1972866870,2
3111157846,2
2271805997,2
2688617684,2
3785521536,2
329386503,2
955294715,2
4246084556,2
3026373406,2
711250719,2
280810790,2
2279258013,2
3717434048,2
3880858139,2
1536526964,2
2170856280,2
3011677595,2
764331599,2
1194385926,2
3665541688,2
84796028,2
321731768,2
1582411413,2
1060220880,2
3589328488,2
3020678397,2
2013317214,2
3717368202,2
1167222790,2
2717425618,2
462343552,2
774572423,2
506134080,2
2100044481,2
3766497738,2
2908487616,2
2550205454,2
361314276,2
2679592202,2
1770143438,2
2688716400,2
3742726335,2
3914344207,2
1088178683,2
2103201532,2
2565499684,2
3159871885,2
287571677,2
2915428740,2
459005702,2
3683263031,2
2317493814,2
2801140912,2
962507995,2
624765600,2
1213258007,2
3362986285,2
1006922303,2
913244946,2
998196840,2
2195208093,2
2566854071,2
734001262,2
1822423834,2
2495624303,2
1257951788,2
3160253848,2
2051018160,2
2656441934,2
1928482653,2
240438031,2
940278360,2
197509464,2
2372784873,2
1674709125,2
3307207119,2
1739679245,2
3068027019,2
2142513663,2
2861499095,2
2863801094,2
4109170719,2
2633972881,2
702689412,2
3415188380,2
3665112334,2
899323465,2
2813762851,2
764432623,2
64267581,2
1168887038,2
2084415155,2
1931244651,2
3010758257,2
3596460118,2
1256653339,2
1780557341,2
3563770003,2
1103777539,2
1814873206,2
24631114,2
642385295,2
516725569,1
2130467403,1
2741780846,1
4092669400,1
1205924884,1
1533114120,1
3066219635,1
1124811984,1
758097509,1
54368920,1
808812869,1
3611845894,1
2681392717,1
3936748140,1
2360014131,1
2437654378,1
2619774757,1
3475948987,1
2124882236,1
1658035161,1
4035731001,1
604165621,1
1901847920,1
2290331277,1
2899335691,1
1616437825,1
3713737843,1
1403115887,1
1848253553,1
2490595288,1
1161247632,1
2823202653,1
2972062794,1
2015217103,1
1976778834,1
4273954176,1
2977477911,1
2190687179,1
1918890428,1
633412087,1
753024626,1
3106985843,1
1148670790,1
1483595048,1
1191010643,1
2801149985,1
2927046477,1
360526631,1
3586363952,1
3148457724,1
1604198833,1
24227398,1
3458863342,1
3342993694,1
1191063343,1
2501070080,1
3737084255,1
3912784124,1
2238865515,1
3675653707,1
1639841548,1
1682691617,1
320560980,1
3131079592,1
2588087089,1
3178132774,1
2406003449,1
3127976794,1
2159732297,1
2548997613,1
1741004128,1
2277153800,1
2518691526,1
3039145390,1
103589269,1
176682213,1
3609636269,1
1701622885,1
736019185,1
3459381715,1
1326639237,1
2585758901,1
2909339439,1
2327538093,1
1321321582,1
3843829391,1
1698171542,1
2259544309,1
1081960885,1
606080081,1
503524736,1
1118266808,1
3256330350,1
2497687462,1
1276172864,1
3211464031,1
2223239288,1
2708499956,1
1763408750,1
1343813065,1
2213967692,1
3088706838,1
1551125336,1
821856319,1
3891573394,1
1609947324,1
1408323543,1
1462283941,1
2637938238,1
3656010738,1
2791264695,1
2975400652,1
2154838620,1
2602113084,1
1733231312,1
2905773467,1
920938055,1
496013752,1
2335814816,1
4290071808,1
546253733,1
3202965077,1
1487164368,1
3507907582,1
1913239358,1
2054031538,1
3442147323,1
4130364232,1
36829414,1
3133795549,1
2608585553,1
2092033596,1
4128011021,1
1761255394,1
3822978584,1
886468334,1
2433132609,1
1049805121,1
2706092527,1
23476942,1
413763398,1
2535896720,1
3630592375,1
2157595070,1
437747890,1
2290168715,1
